sentiment,topic_id,document_count,language_count,shannon_diversity,languages,dominant_language,dominance_percentage,geographic_spread,category_spread
neutro,137,1145,4,0.447,"{'en': 1024, 'fr': 59, 'es': 38, 'ca': 24}",en,89.43,8,5
neutro,26,3232,10,0.443,"{'en': 2924, 'es': 130, 'ca': 97, 'fr': 58, 'pt': 10, 'it': 6, 'de': 3, 'el': 2, 'lt': 1, 'nl': 1}",en,90.47,8,9
neutro,13,3354,12,0.442,"{'en': 3045, 'fr': 117, 'es': 87, 'ca': 76, 'it': 11, 'pt': 5, 'no': 3, 'cs': 3, 'ar': 3, 'de': 2, 'el': 1, 'nl': 1}",en,90.79,8,13
neutro,83,2019,4,0.442,"{'en': 1812, 'ca': 86, 'fr': 63, 'es': 58}",en,89.75,8,5
negativo,136,145,3,0.441,"{'es': 124, 'en': 20, 'it': 1}",es,85.52,5,9
neutro,131,1509,4,0.441,"{'en': 1352, 'ca': 76, 'fr': 51, 'es': 30}",en,89.6,8,5
neutro,61,2776,5,0.439,"{'en': 2496, 'ca': 103, 'fr': 99, 'es': 77, 'it': 1}",en,89.91,8,10
positivo,71,232,4,0.439,"{'es': 200, 'en': 30, 'fr': 1, 'de': 1}",es,86.21,6,7
neutro,40,4423,17,0.438,"{'en': 4020, 'ca': 168, 'es': 126, 'fr': 72, 'nl': 11, 'pt': 5, 'de': 4, 'el': 4, 'pl': 3, 'zh-tw': 2, 'ru': 2, 'tr': 1, 'uk': 1, 'fi': 1, 'sv': 1, 'ar': 1, 'cs': 1}",en,90.89,8,10
neutro,46,5930,19,0.438,"{'en': 5406, 'es': 222, 'ca': 173, 'fr': 42, 'de': 26, 'it': 15, 'pt': 13, 'pl': 13, 'nl': 6, 'ja': 2, 'el': 2, 'he': 2, 'fi': 2, 'no': 1, 'hu': 1, 'sv': 1, 'ru': 1, 'bg': 1, 'da': 1}",en,91.16,8,11
negativo,76,154,3,0.437,"{'es': 132, 'en': 21, 'fr': 1}",es,85.71,6,8
negativo,187,121,3,0.437,"{'es': 104, 'en': 16, 'de': 1}",es,85.95,4,7
neutro,42,3418,11,0.437,"{'en': 3108, 'es': 94, 'fr': 94, 'ca': 94, 'it': 9, 'de': 6, 'nl': 4, 'pt': 3, 'sv': 3, 'sk': 2, 'hu': 1}",en,90.93,8,12
neutro,96,2197,4,0.437,"{'en': 1971, 'ca': 118, 'fr': 57, 'es': 51}",en,89.71,8,5
negativo,104,200,3,0.436,"{'es': 171, 'en': 28, 'fr': 1}",es,85.5,6,9
neutro,49,2361,4,0.436,"{'en': 2119, 'es': 123, 'fr': 68, 'ca': 51}",en,89.75,8,7
neutro,54,2509,5,0.436,"{'en': 2256, 'ca': 128, 'es': 66, 'fr': 56, 'it': 3}",en,89.92,8,8
neutro,10,3632,12,0.434,"{'en': 3302, 'es': 140, 'ca': 90, 'fr': 69, 'it': 11, 'de': 9, 'pt': 4, 'nl': 2, 'ru': 2, 'fi': 1, 'da': 1, 'pl': 1}",en,90.91,8,12
neutro,57,2732,5,0.434,"{'en': 2462, 'es': 107, 'fr': 95, 'ca': 65, 'it': 3}",en,90.12,8,7
neutro,132,1554,4,0.433,"{'en': 1392, 'ca': 75, 'fr': 71, 'es': 16}",en,89.58,8,5
neutro,33,4997,21,0.432,"{'en': 4564, 'ca': 165, 'es': 131, 'fr': 80, 'de': 24, 'nl': 10, 'it': 3, 'da': 3, 'pt': 3, 'pl': 2, 'tr': 2, 'cs': 1, 'bg': 1, 'sv': 1, 'ja': 1, 'el': 1, 'sk': 1, 'ko': 1, 'ru': 1, 'hr': 1, 'no': 1}",en,91.33,8,12
neutro,23,5267,12,0.431,"{'en': 4814, 'es': 170, 'ca': 130, 'fr': 79, 'de': 30, 'pt': 13, 'it': 10, 'nl': 8, 'pl': 5, 'sv': 5, 'no': 2, 'da': 1}",en,91.4,8,12
positivo,57,192,4,0.43,"{'es': 167, 'en': 23, 'it': 1, 'de': 1}",es,86.98,7,7
negativo,51,319,3,0.429,"{'es': 280, 'en': 32, 'fr': 7}",es,87.77,7,9
negativo,98,138,3,0.429,"{'es': 119, 'en': 18, 'fr': 1}",es,86.23,6,7
neutro,29,3197,13,0.429,"{'en': 2909, 'es': 128, 'ca': 78, 'fr': 59, 'it': 6, 'ja': 3, 'pt': 3, 'ru': 3, 'uk': 2, 'de': 2, 'nl': 2, 'hu': 1, 'bg': 1}",en,90.99,8,12
negativo,28,173,5,0.427,"{'es': 156, 'en': 10, 'fr': 4, 'it': 2, 'de': 1}",es,90.17,5,8
neutro,3,4683,18,0.427,"{'en': 4283, 'ca': 142, 'es': 140, 'fr': 63, 'it': 15, 'pt': 14, 'da': 8, 'de': 5, 'nl': 2, 'ru': 2, 'lv': 2, 'bg': 1, 'pl': 1, 'tr': 1, 'fi': 1, 'uk': 1, 'ro': 1, 'af': 1}",en,91.46,8,11
neutro,79,2858,4,0.427,"{'en': 2571, 'es': 153, 'fr': 81, 'ca': 53}",en,89.96,8,7
negativo,60,228,4,0.426,"{'es': 201, 'en': 23, 'fr': 2, 'de': 2}",es,88.16,7,8
negativo,120,140,3,0.426,"{'es': 123, 'en': 14, 'fr': 3}",es,87.86,6,9
positivo,69,348,3,0.426,"{'es': 298, 'en': 49, 'de': 1}",es,85.63,6,10
neutro,60,2441,5,0.424,"{'en': 2195, 'fr': 119, 'ca': 105, 'es': 19, 'it': 3}",en,89.92,8,8
neutro,128,1580,4,0.422,"{'en': 1428, 'ca': 55, 'fr': 49, 'es': 48}",en,90.38,8,5
neutro,129,795,4,0.419,"{'en': 718, 'fr': 38, 'es': 21, 'ca': 18}",en,90.31,8,5
negativo,91,237,3,0.415,"{'es': 205, 'en': 31, 'fr': 1}",es,86.5,7,9
neutro,8,3322,13,0.414,"{'en': 3033, 'es': 131, 'ca': 82, 'fr': 56, 'nl': 5, 'hu': 4, 'de': 3, 'it': 2, 'el': 2, 'tr': 1, 'pt': 1, 'sv': 1, 'ro': 1}",en,91.3,8,11
neutro,82,2108,4,0.414,"{'en': 1906, 'ca': 94, 'es': 74, 'fr': 34}",en,90.42,8,6
negativo,83,275,3,0.412,"{'es': 238, 'en': 36, 'fr': 1}",es,86.55,8,9
neutro,22,4881,18,0.412,"{'en': 4487, 'es': 169, 'ca': 87, 'fr': 82, 'de': 13, 'nl': 10, 'it': 6, 'pt': 5, 'fi': 4, 'tr': 4, 'pl': 3, 'ro': 3, 'af': 2, 'ko': 2, 'hu': 1, 'cs': 1, 'hr': 1, 'ru': 1}",en,91.93,8,12
neutro,2,5114,18,0.407,"{'en': 4723, 'es': 153, 'fr': 90, 'ca': 62, 'it': 25, 'de': 18, 'pt': 13, 'nl': 8, 'tr': 3, 'cs': 3, 'ko': 3, 'da': 3, 'pl': 2, 'ru': 2, 'lv': 2, 'lt': 2, 'sk': 1, 'ro': 1}",en,92.35,8,13
neutro,81,1902,4,0.406,"{'en': 1728, 'fr': 65, 'ca': 60, 'es': 49}",en,90.85,8,6
neutro,91,1919,4,0.406,"{'en': 1742, 'ca': 75, 'es': 64, 'fr': 38}",en,90.78,8,5
neutro,86,2135,4,0.402,"{'en': 1935, 'ca': 116, 'es': 44, 'fr': 40}",en,90.63,8,5
neutro,105,1744,4,0.397,"{'en': 1588, 'es': 70, 'ca': 46, 'fr': 40}",en,91.06,8,5
neutro,14,4077,14,0.394,"{'en': 3767, 'es': 120, 'ca': 77, 'fr': 53, 'it': 32, 'de': 7, 'pl': 6, 'pt': 4, 'nl': 3, 'af': 2, 'sl': 2, 'cs': 2, 'ko': 1, 'da': 1}",en,92.4,8,11
positivo,80,314,4,0.392,"{'es': 277, 'en': 35, 'it': 1, 'fr': 1}",es,88.22,6,7
neutro,67,2410,5,0.389,"{'en': 2203, 'es': 83, 'ca': 73, 'fr': 49, 'it': 2}",en,91.41,8,9
negativo,56,248,3,0.387,"{'es': 218, 'en': 29, 'fr': 1}",es,87.9,5,9
neutro,32,5565,21,0.385,"{'en': 5153, 'ca': 187, 'es': 110, 'fr': 42, 'pt': 23, 'de': 12, 'nl': 10, 'it': 8, 'el': 3, 'ar': 3, 'he': 2, 'ko': 2, 'zh-tw': 2, 'uk': 1, 'af': 1, 'hu': 1, 'hr': 1, 'fi': 1, 'no': 1, 'pl': 1, 'sk': 1}",en,92.6,8,11
neutro,53,2601,5,0.385,"{'en': 2369, 'es': 112, 'ca': 101, 'fr': 17, 'it': 2}",en,91.08,8,9
neutro,106,1544,4,0.385,"{'en': 1412, 'fr': 54, 'es': 41, 'ca': 37}",en,91.45,8,5
neutro,111,1039,4,0.385,"{'en': 942, 'es': 68, 'ca': 19, 'fr': 10}",en,90.66,8,5
neutro,112,1850,4,0.382,"{'en': 1689, 'ca': 86, 'es': 49, 'fr': 26}",en,91.3,8,5
neutro,75,2342,5,0.381,"{'en': 2132, 'es': 115, 'ca': 84, 'fr': 8, 'it': 3}",en,91.03,8,7
neutro,21,5743,20,0.377,"{'en': 5319, 'es': 215, 'ca': 105, 'fr': 34, 'de': 23, 'nl': 16, 'pl': 6, 'pt': 6, 'it': 5, 'hu': 3, 'fi': 2, 'zh-cn': 1, 'ro': 1, 'sk': 1, 'da': 1, 'lv': 1, 'af': 1, 'ko': 1, 'ru': 1, 'el': 1}",en,92.62,8,12
neutro,98,2013,4,0.377,"{'en': 1840, 'ca': 93, 'es': 54, 'fr': 26}",en,91.41,8,5
neutro,18,4770,16,0.376,"{'en': 4421, 'es': 164, 'fr': 70, 'ca': 62, 'de': 18, 'it': 12, 'pt': 7, 'nl': 4, 'pl': 3, 'da': 2, 'cs': 2, 'ro': 1, 'ja': 1, 'sv': 1, 'lv': 1, 'ko': 1}",en,92.68,8,12
neutro,88,2166,4,0.376,"{'en': 1982, 'es': 99, 'ca': 51, 'fr': 34}",en,91.51,8,6
neutro,90,1995,4,0.375,"{'en': 1822, 'fr': 91, 'ca': 66, 'es': 16}",en,91.33,8,5
negativo,74,294,3,0.374,"{'es': 260, 'en': 33, 'fr': 1}",es,88.44,7,11
neutro,84,2182,4,0.374,"{'en': 1997, 'ca': 95, 'es': 63, 'fr': 27}",en,91.52,8,6
negativo,49,159,4,0.373,"{'es': 143, 'en': 14, 'it': 1, 'fr': 1}",es,89.94,5,6
neutro,101,1717,4,0.372,"{'en': 1570, 'fr': 90, 'es': 29, 'ca': 28}",en,91.44,8,5
negativo,50,49,4,0.368,"{'es': 45, 'it': 2, 'en': 1, 'fr': 1}",es,91.84,3,4
neutro,113,1633,4,0.368,"{'en': 1493, 'es': 79, 'fr': 51, 'ca': 10}",en,91.43,8,5
neutro,139,1781,4,0.365,"{'en': 1639, 'es': 53, 'ca': 51, 'fr': 38}",en,92.03,8,5
neutro,37,3685,13,0.362,"{'en': 3420, 'fr': 90, 'ca': 82, 'es': 72, 'pt': 6, 'de': 5, 'nl': 3, 'lt': 2, 'lv': 1, 'sv': 1, 'ja': 1, 'fi': 1, 'bg': 1}",en,92.81,8,11
neutro,27,2948,5,0.354,"{'en': 2726, 'fr': 84, 'ca': 68, 'es': 67, 'it': 3}",en,92.47,8,9
neutro,133,1570,4,0.35,"{'en': 1451, 'ca': 50, 'es': 39, 'fr': 30}",en,92.42,8,5
neutro,141,660,4,0.35,"{'en': 610, 'fr': 21, 'es': 15, 'ca': 14}",en,92.42,8,5
neutro,92,2093,5,0.347,"{'en': 1936, 'fr': 78, 'ca': 50, 'es': 27, 'it': 2}",en,92.5,8,6
neutro,104,1827,4,0.345,"{'en': 1690, 'fr': 58, 'ca': 52, 'es': 27}",en,92.5,8,5
negativo,46,87,4,0.344,"{'es': 80, 'en': 5, 'fr': 1, 'it': 1}",es,91.95,4,6
neutro,122,1503,4,0.344,"{'en': 1392, 'fr': 44, 'es': 37, 'ca': 30}",en,92.61,8,5
neutro,4,5385,15,0.343,"{'en': 5046, 'es': 139, 'ca': 72, 'fr': 53, 'de': 23, 'pt': 16, 'nl': 16, 'it': 10, 'zh-cn': 2, 'lt': 2, 'pl': 2, 'hu': 1, 'fi': 1, 'ru': 1, 'sl': 1}",en,93.7,8,13
neutro,110,1807,4,0.343,"{'en': 1673, 'fr': 58, 'ca': 45, 'es': 31}",en,92.58,8,5
neutro,71,2424,5,0.34,"{'en': 2249, 'fr': 76, 'ca': 69, 'es': 24, 'it': 6}",en,92.78,8,9
neutro,123,1525,4,0.34,"{'en': 1412, 'ca': 59, 'es': 29, 'fr': 25}",en,92.59,8,5
neutro,100,2075,4,0.339,"{'en': 1925, 'ca': 55, 'fr': 48, 'es': 47}",en,92.77,8,5
neutro,103,1791,4,0.339,"{'en': 1657, 'ca': 74, 'fr': 39, 'es': 21}",en,92.52,8,5
neutro,73,2253,4,0.337,"{'en': 2091, 'es': 59, 'fr': 55, 'ca': 48}",en,92.81,8,9
negativo,78,113,4,0.332,"{'es': 104, 'en': 7, 'it': 1, 'fr': 1}",es,92.04,5,6
neutro,87,1930,4,0.327,"{'en': 1794, 'ca': 60, 'es': 53, 'fr': 23}",en,92.95,8,6
positivo,73,250,4,0.326,"{'es': 231, 'en': 14, 'de': 3, 'it': 2}",es,92.4,6,4
negativo,101,341,4,0.325,"{'es': 312, 'en': 26, 'de': 2, 'fr': 1}",es,91.5,8,10
neutro,85,2125,4,0.323,"{'en': 1980, 'ca': 56, 'es': 48, 'fr': 41}",en,93.18,8,6
neutro,97,1941,4,0.323,"{'en': 1805, 'ca': 71, 'fr': 45, 'es': 20}",en,92.99,8,5
neutro,5,3844,12,0.32,"{'en': 3603, 'es': 133, 'ca': 45, 'fr': 37, 'de': 8, 'pt': 6, 'it': 4, 'nl': 2, 'ja': 2, 'cs': 2, 'da': 1, 'af': 1}",en,93.73,8,10
neutro,36,3954,12,0.319,"{'en': 3715, 'ca': 88, 'es': 68, 'fr': 58, 'de': 8, 'pt': 4, 'it': 3, 'af': 3, 'pl': 2, 'fi': 2, 'nl': 2, 'ru': 1}",en,93.96,8,12
neutro,80,2222,4,0.319,"{'en': 2073, 'ca': 58, 'fr': 47, 'es': 44}",en,93.29,8,6
neutro,116,1614,4,0.316,"{'en': 1504, 'es': 63, 'ca': 24, 'fr': 23}",en,93.18,8,5
neutro,39,4599,16,0.309,"{'en': 4342, 'ca': 104, 'es': 72, 'fr': 35, 'pt': 15, 'de': 9, 'it': 6, 'cs': 4, 'nl': 3, 'ar': 2, 'ro': 2, 'sk': 1, 'ko': 1, 'hu': 1, 'pl': 1, 'tr': 1}",en,94.41,8,12
negativo,21,123,3,0.308,"{'es': 114, 'en': 6, 'fr': 3}",es,92.68,6,6
neutro,78,2380,4,0.308,"{'en': 2224, 'fr': 82, 'es': 47, 'ca': 27}",en,93.45,8,7
neutro,145,180,3,0.307,"{'en': 165, 'es': 14, 'ca': 1}",en,91.67,8,5
neutro,109,1606,4,0.302,"{'en': 1505, 'ca': 43, 'es': 36, 'fr': 22}",en,93.71,8,5
neutro,102,1727,4,0.298,"{'en': 1620, 'fr': 46, 'ca': 39, 'es': 22}",en,93.8,8,5
negativo,15,308,3,0.295,"{'es': 283, 'en': 24, 'fr': 1}",es,91.88,8,10
neutro,31,4501,17,0.291,"{'en': 4272, 'es': 99, 'ca': 47, 'fr': 34, 'de': 14, 'it': 10, 'nl': 6, 'da': 4, 'sv': 3, 'no': 2, 'tr': 2, 'el': 2, 'pt': 2, 'ja': 1, 'ru': 1, 'pl': 1, 'fi': 1}",en,94.91,8,11
neutro,52,2624,5,0.284,"{'en': 2471, 'ca': 93, 'es': 31, 'fr': 19, 'it': 10}",en,94.17,8,8
neutro,130,1659,4,0.281,"{'en': 1558, 'ca': 68, 'fr': 21, 'es': 12}",en,93.91,8,5
neutro,138,1873,4,0.273,"{'en': 1768, 'fr': 55, 'ca': 31, 'es': 19}",en,94.39,8,5
neutro,125,1482,4,0.271,"{'en': 1398, 'ca': 43, 'es': 33, 'fr': 8}",en,94.33,8,5
negativo,61,170,3,0.27,"{'es': 159, 'en': 9, 'fr': 2}",es,93.53,4,8
neutro,136,1266,4,0.263,"{'en': 1190, 'fr': 60, 'es': 14, 'ca': 2}",en,94.0,8,5
neutro,126,1647,3,0.262,"{'en': 1551, 'fr': 55, 'ca': 41}",en,94.17,8,4
neutro,94,1961,4,0.261,"{'en': 1855, 'fr': 55, 'ca': 40, 'es': 11}",en,94.59,8,5
neutro,93,2058,4,0.258,"{'en': 1952, 'ca': 49, 'es': 30, 'fr': 27}",en,94.85,8,6
neutro,55,2683,5,0.257,"{'en': 2545, 'es': 67, 'ca': 51, 'fr': 18, 'it': 2}",en,94.86,8,9
negativo,45,140,3,0.251,"{'es': 132, 'en': 6, 'de': 2}",es,94.29,4,7
neutro,95,2149,4,0.25,"{'en': 2042, 'es': 44, 'ca': 42, 'fr': 21}",en,95.02,8,5
negativo,58,170,3,0.243,"{'es': 160, 'en': 9, 'de': 1}",es,94.12,4,6
neutro,127,1766,4,0.243,"{'en': 1677, 'ca': 51, 'es': 32, 'fr': 6}",en,94.96,8,5
neutro,115,1702,4,0.242,"{'en': 1616, 'es': 53, 'ca': 28, 'fr': 5}",en,94.95,8,5
neutro,59,2305,5,0.234,"{'en': 2200, 'es': 51, 'ca': 39, 'fr': 12, 'it': 3}",en,95.44,8,8
neutro,99,2037,4,0.229,"{'en': 1946, 'es': 44, 'fr': 26, 'ca': 21}",en,95.53,8,5
neutro,134,1433,3,0.219,"{'en': 1361, 'ca': 62, 'es': 10}",en,94.98,8,5
positivo,112,48,3,0.202,"{'es': 46, 'fr': 1, 'en': 1}",es,95.83,3,4
neutro,108,1817,4,0.192,"{'en': 1750, 'fr': 40, 'es': 19, 'ca': 8}",en,96.31,8,5
neutro,117,1676,3,0.184,"{'en': 1614, 'fr': 34, 'ca': 28}",en,96.3,8,4
neutro,118,1516,4,0.181,"{'en': 1463, 'es': 36, 'fr': 9, 'ca': 8}",en,96.5,8,5
negativo,2,24381,26,0.173,"{'es': 23681, 'en': 470, 'pt': 56, 'nl': 35, 'it': 19, 'fr': 18, 'de': 18, 'ko': 11, 'pl': 11, 'tr': 8, 'cs': 7, 'sv': 6, 'ru': 6, 'zh-cn': 5, 'ro': 5, 'hu': 5, 'ja': 4, 'he': 3, 'el': 3, 'hr': 2, 'fi': 2, 'bg': 2, 'da': 1, 'lv': 1, 'ca': 1, 'no': 1}",es,97.13,8,13
negativo,190,206,3,0.15,"{'es': 200, 'en': 4, 'fr': 2}",es,97.09,6,8
negativo,31,73,3,0.145,"{'es': 71, 'en': 1, 'fr': 1}",es,97.26,5,7
neutro,135,1342,3,0.14,"{'en': 1305, 'fr': 30, 'ca': 7}",en,97.24,8,4
neutro,114,946,3,0.125,"{'en': 924, 'fr': 15, 'ca': 7}",en,97.67,8,4
