id,ciudad,titulo,rating,precio
civ_113,Barcelona,Disfrutaremos de la asombrosa arquitectura modernista catalana en este tour por la Colonia Güell y Cripta de Gaudí de Barcelona. ¡Su historia os sorprenderá!,4.3,13.0
civ_114,Barcelona,Adéntrate en una de las obras arquitectónicas más desconocidas de Gaudí. La Cripta de Gaudí goza de una belleza impresionante que os asombrará.,4.1,10.0
civ_115,Barcelona,"Gerona, Montserrat o Andorra. Si ya conocéis los alrededores de la Ciudad Condal, animaos a dar un paso más lejos en una excursión privada desde Barcelona.",3.3,290.0
civ_116,Barcelona,Recorred los viñedos del Penedés en una ruta en 4x4 por esta zona de Cataluña. Una cata de vinos y cavas completa la experiencia enológica.,4.3,119.99
civ_117,Barcelona,Por tierra y por mar. Descubrid Barcelona en un autobús turístico y dando un paseo en catamarán y disfrutaréis de las vistas panorámicas de la capital catalana.,4.5,43.0
civ_118,Barcelona,Sobrevuela en globo el Parque Natural del Montseny. Disfrutarás de la naturaleza catalana desde las nubes. ¡Una experiencia que jamás olvidarás!,4.8,200.0
civ_119,Barcelona,En este tour de Barcelona para Instagram disfrutaréis de un completo recorrido fotográfico por los puntos más emblemáticos de la capital catalana.,4.8,55.0
civ_120,Barcelona,Descubre los impresionantes paisajes del macizo de Montserrat de una de las formas más divertidas: dando un agradable paseo a caballo.,4.0,50.0
civ_121,Barcelona,"Con esta entrada al MACBA, el Museo de Arte Contemporáneo de Barcelona, disfrutaréis de una impresionante colección. ¡Sus grandes obras os sorprenderán!",4.3,12.0
civ_122,Barcelona,"Con esta entrada a KBr Fundación MAPFRE Barcelona disfrutaréis de un espacio dedicado a la fotografía artística, el mundo audiovisual y el dinamismo cultural.",4.2,5.0
civ_123,Barcelona,El pasaporte turístico ArticketBCN te permite acceder sin colas a los 6 mejores museos de arte de Barcelona. ¡Imprescindible!,4.3,38.0
civ_124,Barcelona,"Vertiginosos toboganes, piscinas y zonas de juego para toda la familia os aguardan en esta excursión a PortAventura Caribe Aquatic Park. ¡A divertirse!",4.5,65.0
civ_125,Barcelona,"Descubriremos la gastronomía catalana en este tour de tapas por los mercados de La Boquería y Santa Caterina, los dos más representativos de Barcelona.",4.1,89.0
civ_126,Barcelona,"Disfruta del Mediterráneo practicando senderismo, kayak y snorkel en la Costa Brava. ¡Tres actividades para sacar el máximo provecho del litoral!",4.8,95.0
civ_127,Barcelona,"Uníos a esta visita guiada por el Museo del Turrón y el Chocolate, donde aprenderéis sobre la tradición de estos productos y disfrutaréis de una degustación.",4.5,12.0
civ_128,Barcelona,En esta excursión a Montserrat daremos un paseo a caballo y disfrutaremos del símbolo de Cataluña de una manera inolvidable. ¡Pura conexión con la naturaleza!,4.5,139.99
civ_129,Barcelona,"Descubrid una de las obras más importantes de Gaudí en esta visita guiada por La Pedrera. Además, podréis completar la experiencia visitando la Casa Batlló.",4.6,48.0
civ_130,Barcelona,"Si estáis en Barcelona y sois amantes del arte moderno, podéis adquirir la entrada al Museo Antoni Tàpies. ¡Sus exposiciones os cautivarán de principio a fin!",4.0,12.0
civ_131,Barcelona,¿Y si pudieráis volar como un pájaro sobre el Mediterráneo? Podéis hacerlo en esta actividad de parasailing en Barcelona. ¡No os decepcionará!,3.6,80.0
